inventory_id,word,make,model,model_year,sold_price,sold_date,winner_bidder_number,auction_number
33823,Sed,Chevrolet,Silverado 2500 HD Crew Cab,2002,14,2011-04-08,15479,209373
33824,sem,Buick,Terraza,2005,168,2011-05-05,15480,209374
33825,varius,Pontiac,Firebird,1998,157,2020-02-23,15481,209375
33826,per,Ferrari,F12berlinetta,2014,12.99,2015-10-27,15482,209376
33827,lobortis,Ferrari,812 Superfast,2018,75,2019-02-10,15483,209377
33828,non,Cadillac,SRX,2009,158.95,2016-04-14,15484,209378
33829,Mauris,Nissan,NV3500 HD Passenger,2017,66.99,2012-08-20,15485,209379
33830,lacinia,Ford,F150 SuperCrew Cab,2017,51.95,2022-10-25,15486,209380
33831,imperdiet,Volvo,XC60,2013,10.99,2010-10-19,15487,209381
33832,vitae,FIAT,500c,2015,137.95,2010-07-04,15488,209382
33833,enim,GMC,Canyon Regular Cab,2005,181,2018-02-11,15489,209383
33834,urna,MINI,Hardtop,2011,61.99,2021-05-29,15490,209384
33835,ac,Aston Martin,Vantage,2006,129.99,2011-02-18,15491,209385
33836,risus,Lamborghini,Gallardo,2006,103,2023-03-28,15492,209386
33837,accumsan,Mercedes-Benz,Mercedes-AMG S-Class,2018,135.99,2014-07-04,15493,209387
33838,quis,GMC,Safari Cargo,1999,112.99,2014-07-28,15494,209388
33839,tempus,Isuzu,Hombre Spacecab,1997,179,2011-09-21,15495,209389
33840,condimentum,MAZDA,Millenia,2002,112.95,2022-07-29,15496,209390
33841,non,Kia,Rio,2007,79.99,2019-10-06,15497,209391
33842,eget,Ford,F250 Super Duty Regular Cab,2003,127.99,2016-12-02,15498,209392
33843,iaculis,Toyota,Yaris,2012,17.95,2012-04-05,15499,209393
33844,mollis,Ram,ProMaster City,2015,97.95,2014-02-20,15500,209394
33845,lectus,Land Rover,Range Rover,2005,31.95,2020-04-28,15501,209395
33846,id,Freightliner,Sprinter 2500 Cargo,2018,58,2010-07-06,15502,209396
33847,ac,Mitsubishi,Outlander Sport,2014,114.95,2013-06-16,15503,209397
33848,ipsum,Pontiac,Grand Am,1993,19.99,2019-08-16,15504,209398
33849,lorem,Volkswagen,Passat,2000,183.95,2012-04-22,15505,209399
33850,Nulla,Ford,Fusion Energi,2019,22.95,2010-02-11,15506,209400
33851,aptent,Ram,2500 Mega Cab,2013,99,2010-03-29,15507,209401
33852,porta,Ford,F150 SuperCrew Cab,2014,66.99,2011-04-18,15508,209402
33853,odio,GMC,Sierra 1500 Regular Cab,2010,30,2016-04-19,15509,209403
33854,nulla,Aston Martin,DB9,2011,187.99,2016-07-26,15510,209404
33855,fermentum,Nissan,Quest,1998,59.99,2021-12-26,15511,209405
33856,vehicula,MAZDA,B-Series Regular Cab,2001,18,2023-06-13,15512,209406
33857,malesuada,GMC,Sierra 3500 Extended Cab,2002,110,2018-09-17,15513,209407
33858,enim,Honda,Accord,1997,88,2022-08-12,15514,209408
33859,vel,Audi,S4 (2005.5),2005,192.95,2012-02-03,15515,209409
33860,taciti,Porsche,Boxster,2008,85,2011-08-30,15516,209410
33861,nibh,Mitsubishi,Mirage,2019,137,2018-12-27,15517,209411
33862,porta,Pontiac,Aztek,2001,38,2015-03-17,15518,209412
33863,ac,Dodge,Ram 2500 Regular Cab,1997,146.95,2014-05-13,15519,209413
33864,sapien,Jaguar,XJ,1996,192,2014-09-10,15520,209414
33865,tincidunt,HUMMER,H1,1996,126.95,2021-09-09,15521,209415
33866,non,Dodge,Ram 1500 Regular Cab,2001,50.99,2019-07-19,15522,209416
33867,at,Saturn,VUE,2010,29,2011-09-03,15523,209417
33868,consequat,MAZDA,MAZDA3,2005,69,2011-08-25,15524,209418
33869,dapibus,Volvo,S40,2002,114.99,2022-09-27,15525,209419
33870,Nulla,MINI,Roadster,2014,101,2021-10-31,15526,209420
33871,luctus,Cadillac,Escalade EXT,2005,78.99,2015-05-03,15527,209421
33872,eu,Lexus,SC,1999,29,2011-01-21,15528,209422
33873,facilisis,Chrysler,Cirrus,1996,29.95,2018-08-28,15529,209423
33874,vehicula,GMC,Canyon Regular Cab,2007,105,2013-11-29,15530,209424
33875,ut,Volkswagen,Passat,2003,86.95,2016-11-30,15531,209425
33876,feugiat,Ram,2500 Crew Cab,2015,191.95,2012-10-08,15532,209426
33877,dignissim,Mercedes-Benz,G-Class,2013,47.99,2011-05-21,15533,209427
33878,et,Subaru,Forester,2009,114.95,2021-11-27,15534,209428
33879,nascetur,Toyota,Avalon,2006,57.95,2020-04-20,15535,209429
33880,finibus,Pontiac,LeMans,1993,194.99,2012-10-22,15536,209430
33881,at,Mercedes-Benz,CLS-Class,2006,44.95,2019-12-14,15537,209431
33882,vel,Ford,Expedition EL,2008,199.95,2014-04-19,15538,209432
33883,a,Honda,CR-V,2018,164.99,2021-11-08,15539,209433
33884,Duis,Toyota,Prius c,2018,22.99,2014-06-23,15540,209434
33885,ante,Acura,NSX,2004,198,2016-11-26,15541,209435
33886,in,Hyundai,Sonata,1997,94.99,2012-07-25,15542,209436
33887,finibus,Chevrolet,Impala,2011,187.95,2014-04-12,15543,209437
33888,sem,Lexus,SC,1998,106,2020-11-06,15544,209438
33889,metus,Volkswagen,CC,2011,91,2013-06-28,15545,209439
33890,Phasellus,Acura,TL,1995,53,2020-08-10,15546,209440
33891,dignissim,Chevrolet,S10 Crew Cab,2003,108.99,2013-01-25,15547,209441
33892,a,Chevrolet,Silverado (Classic) 3500 Regular Cab,2007,47.99,2022-06-30,15548,209442
33893,tortor,GMC,Savana 1500 Passenger,2002,20.99,2020-11-22,15549,209443
33894,In,Cadillac,DTS,2008,55.95,2012-12-13,15550,209444
33895,aliquam,Audi,RS 7,2015,73.95,2017-09-15,15551,209445
33896,id,Bentley,Azure T,2010,192.99,2021-08-11,15552,209446
33897,et,BMW,3 Series,2008,134.95,2013-06-27,15553,209447
33898,dictum,Ford,F350 Super Cab,1995,197.99,2014-09-24,15554,209448
33899,Phasellus,Acura,ILX,2013,109,2010-02-10,15555,209449
33900,tristique,MINI,Roadster,2013,107.99,2014-08-20,15556,209450
33901,at,Dodge,Dakota Quad Cab,2006,34,2020-05-03,15557,209451
33902,nisl,Jeep,Compass,2008,62.95,2017-10-10,15558,209452
33903,in,Oldsmobile,Aurora,1998,33.99,2019-04-19,15559,209453
33904,ipsum,GMC,Savana 3500 Cargo,2016,138.95,2011-09-30,15560,209454
33905,Sed,Chevrolet,S10 Regular Cab,1994,149,2021-10-21,15561,209455
33906,aliquet,Nissan,TITAN XD Crew Cab,2018,100.95,2018-11-21,15562,209456
33907,per,Ford,Windstar Passenger,2000,154.99,2010-01-25,15563,209457
33908,laoreet,Oldsmobile,98,1993,55.95,2012-02-15,15564,209458
33909,arcu,GMC,Sierra 2500 Regular Cab,2004,97.99,2015-07-09,15565,209459
33910,Nunc,MAZDA,Navajo,1994,120.95,2021-06-08,15566,209460
33911,pellentesque,Honda,Passport,1996,47.99,2016-09-28,15567,209461
33912,ullamcorper,Ford,Transit 150 Van,2019,178,2017-01-05,15568,209462
33913,sollicitudin,INFINITI,QX,2003,143,2016-01-12,15569,209463
33914,sem,Ford,Ranger Regular Cab,2009,188,2015-02-07,15570,209464
33915,eu,Ford,F150 Super Cab,1998,127.99,2015-07-10,15571,209465
33916,viverra,Daihatsu,Charade,1992,178.95,2015-09-18,15572,209466
33917,libero,Dodge,Ram Van 1500,2003,148,2020-04-05,15573,209467
33918,et,Rolls-Royce,Phantom,2014,179.99,2017-11-30,15574,209468
33919,sem,Mercedes-Benz,CLS-Class,2010,169.99,2016-01-30,15575,209469
33920,lacus,Saab,44077,2001,139.95,2016-08-22,15576,209470
33921,purus,Jeep,Wrangler,2009,95.99,2022-07-03,15577,209471
33922,ac,Saturn,L-Series,2002,109,2015-07-07,15578,209472
33923,posuere,Jeep,Commander,2009,186.95,2015-05-22,15579,209473
33924,faucibus,Kia,Niro Plug-in Hybrid,2018,61.95,2017-09-24,15580,209474
33925,Lorem,Toyota,Avalon Hybrid,2019,118,2019-07-19,15581,209475
33926,ac,Ford,Mustang,2000,92,2020-04-18,15582,209476
33927,sit,Lexus,RX,2013,64.95,2018-07-17,15583,209477
33928,urna,Ram,3500 Regular Cab,2017,108,2013-04-27,15584,209478
33929,ante,Audi,S4,2010,38.99,2019-02-12,15585,209479
33930,ut,Scion,FR-S,2015,121.95,2018-11-22,15586,209480
33931,dolor,Chevrolet,Colorado Extended Cab,2009,73,2016-05-13,15587,209481
33932,sed,Mitsubishi,Eclipse,2006,87.95,2010-03-21,15588,209482
33933,vel,Nissan,Pathfinder,1992,162.99,2020-09-25,15589,209483
33934,turpis,Porsche,Carrera GT,2005,71,2015-08-24,15590,209484
33935,arcu,GMC,Sierra 1500 Crew Cab,2013,176.99,2020-03-05,15591,209485
33936,et,Suzuki,Kizashi,2013,177.99,2020-12-06,15592,209486
33937,nulla,Ford,F150 Regular Cab,2001,88.99,2019-01-15,15593,209487
33938,parturient,Dodge,Ram 2500 Mega Cab,2007,122,2012-12-27,15594,209488
33939,venenatis,Cadillac,SRX,2013,50,2021-04-22,15595,209489
33940,risus,Land Rover,Discovery Sport,2016,151.95,2019-05-15,15596,209490
33941,est,Saab,44077,2010,191,2019-11-09,15597,209491
33942,laoreet,Mercedes-Benz,G-Class,2011,147.99,2012-02-11,15598,209492
33943,quis,Mercedes-Benz,Mercedes-AMG GT,2018,28,2014-04-21,15599,209493
33944,Phasellus,Ford,F350 Super Duty Regular Cab,2012,168.95,2012-12-12,15600,209494
33945,scelerisque,Buick,Park Avenue,2002,150,2017-09-10,15601,209495
33946,Sed,Lexus,GX,2006,49.95,2019-11-11,15602,209496
33947,venenatis,Ford,F150 Super Cab,2011,180.95,2020-12-03,15603,209497
33948,vulputate,Mercedes-Benz,Mercedes-AMG SLC,2019,145.99,2016-05-31,15604,209498
33949,bibendum,Cadillac,ATS,2014,135.95,2018-01-31,15605,209499
33950,mauris,BMW,M5,2003,152.95,2023-01-05,15606,209500
33951,diam,GMC,Sierra 3500 HD Regular Cab,2016,22,2018-01-28,15607,209501
33952,ut,BMW,5 Series,2019,144,2011-07-13,15608,209502
33953,Phasellus,Isuzu,Trooper,2002,54.99,2012-10-14,15609,209503
33954,malesuada,Honda,CR-V,2018,83.99,2011-08-18,15610,209504
33955,lacus,Acura,NSX,2001,67,2018-11-13,15611,209505
33956,In,Plymouth,Breeze,1998,15,2021-08-16,15612,209506
33957,lorem,Jeep,Patriot,2012,103,2016-05-11,15613,209507
33958,vulputate,Ram,ProMaster Window Van,2016,67,2013-12-13,15614,209508
33959,et,Chevrolet,Tahoe,2003,87.95,2011-02-04,15615,209509
33960,Nam,Audi,S4,1993,182.95,2013-09-28,15616,209510
33961,et,Buick,Rendezvous,2003,126,2016-09-01,15617,209511
33962,sem,Mercedes-Benz,SL-Class,2005,196,2016-12-18,15618,209512
33963,enim,Chevrolet,Silverado 2500 HD Extended Cab,2001,184,2021-09-03,15619,209513
33964,imperdiet,Nissan,370Z,2018,123,2016-01-05,15620,209514
33965,neque,Mercedes-Benz,GL-Class,2015,108.99,2015-06-13,15621,209515
33966,Sed,Mercedes-Benz,Mercedes-AMG GLC Coupe,2017,97.99,2013-10-10,15622,209516
33967,accumsan,Pontiac,Montana SV6,2005,45,2022-12-29,15623,209517
33968,non,Ford,Taurus,1996,103,2013-11-28,15624,209518
33969,Nunc,INFINITI,J,1995,22.95,2011-06-03,15625,209519
33970,faucibus,Cadillac,Escalade ESV,2003,156.99,2021-08-28,15626,209520
33971,Morbi,Honda,Ridgeline,2006,124,2012-07-04,15627,209521
33972,commodo,GMC,Yukon,2019,147.99,2020-11-28,15628,209522
33973,eu,BMW,4 Series,2014,98,2019-03-23,15629,209523
33974,non,FIAT,500,2015,49.99,2022-05-29,15630,209524
33975,Integer,Dodge,Dakota Regular Cab,2004,71.95,2011-07-30,15631,209525
33976,porta,Nissan,Stanza,1992,51.99,2018-08-03,15632,209526
33977,non,Hyundai,Sonata,2011,93.95,2021-02-18,15633,209527
33978,sem,GMC,Sierra 3500 Crew Cab,2004,48.99,2016-02-04,15634,209528
33979,lorem,Lamborghini,Murcielago,2010,136,2022-04-02,15635,209529
33980,nisl,Dodge,Monaco,1992,173,2013-02-09,15636,209530
33981,Vivamus,Chrysler,Pacifica,2007,68.99,2016-08-03,15637,209531
33982,sagittis,Acura,TSX,2014,120.95,2015-04-29,15638,209532
33983,Integer,GMC,Savana 2500 Cargo,2012,67,2014-03-20,15639,209533
33984,dictum,Audi,S6,2014,144.99,2013-03-02,15640,209534
33985,tincidunt,Chrysler,Town & Country,2009,131.99,2020-07-15,15641,209535
33986,a,Mercedes-Benz,G-Class,2013,115,2011-04-24,15642,209536
33987,ac,Toyota,Sienna,2017,82,2022-07-15,15643,209537
33988,erat,Chrysler,200,2012,170.95,2019-01-07,15644,209538
33989,Interdum,GMC,Sierra 2500 HD Extended Cab,2005,184.99,2012-09-23,15645,209539
33990,risus,Chevrolet,Astro Cargo,2001,57,2023-04-14,15646,209540
33991,Integer,Chevrolet,Aveo,2009,124.99,2010-12-09,15647,209541
33992,auctor,Saab,9-7X,2006,105.95,2010-09-23,15648,209542
33993,fames,Aston Martin,Vanquish,2017,44,2019-12-10,15649,209543
33994,pretium,Mercury,Grand Marquis,2010,33.99,2013-11-12,15650,209544
33995,ante,Lincoln,Mark VIII,1995,178.95,2011-03-24,15651,209545
33996,quis,Nissan,Frontier King Cab,2007,129.95,2017-11-10,15652,209546
33997,id,Nissan,Rogue,2018,33.95,2011-08-23,15653,209547
33998,sodales,Audi,TT,2009,139.95,2015-07-22,15654,209548
33999,vulputate,Toyota,Yaris,2015,196.99,2018-04-29,15655,209549
34000,magna,Plymouth,Grand Voyager,1993,46,2022-11-25,15656,209550
34001,dui,Cadillac,Escalade EXT,2013,144.99,2017-10-03,15657,209551
34002,dictumst,Suzuki,Vitara,2003,153,2020-09-17,15658,209552
34003,arcu,Volvo,XC60,2013,106.95,2016-04-27,15659,209553
34004,Ut,Ford,ZX2,2003,116,2017-06-24,15660,209554
34005,in,Honda,Pilot,2017,164,2012-09-22,15661,209555
34006,massa,Acura,RL,2008,113,2010-11-16,15662,209556
34007,imperdiet,Subaru,Outback,2016,52.95,2017-05-25,15663,209557
34008,turpis,GMC,Sierra 3500 HD Regular Cab,2013,31.99,2015-04-10,15664,209558
34009,faucibus,Ram,1500 Crew Cab,2019,22.95,2020-01-13,15665,209559
34010,ornare,Suzuki,Equator Extended Cab,2009,49.99,2016-11-20,15666,209560
34011,dui,Land Rover,Range Rover Evoque,2014,127.99,2016-04-15,15667,209561
34012,tempor,MINI,Cooper,2004,28.99,2020-01-27,15668,209562
34013,ac,Lexus,LX,2013,97,2011-03-28,15669,209563
34014,id,Mitsubishi,Galant,1999,189.99,2020-05-20,15670,209564
34015,nunc,Honda,Accord,1998,68,2011-03-05,15671,209565
34016,sed,Saturn,Relay,2006,118,2019-11-15,15672,209566
34017,turpis,Nissan,Quest,1995,183.99,2012-08-25,15673,209567
34018,sed,Volkswagen,Golf GTI,2017,169.99,2018-09-13,15674,209568
34019,urna,Cadillac,ATS,2018,129.99,2013-06-11,15675,209569
34020,erat,Volkswagen,CC,2017,182.99,2014-07-10,15676,209570
34021,In,Chevrolet,Silverado 2500 HD Regular Cab,2004,105.95,2016-04-12,15677,209571
34022,ante,GMC,Savana 2500 Passenger,2016,168.95,2020-11-02,15678,209572
34023,Pellentesque,Audi,A3,2011,172.95,2013-05-26,15679,209573
34024,sodales,Chevrolet,2500 HD Regular Cab,2000,70.95,2018-10-31,15680,209574
34025,dolor,Volkswagen,Golf,2012,96.99,2010-09-23,15681,209575
34026,neque,Mitsubishi,Endeavor,2006,20,2013-03-15,15682,209576
34027,dignissim,Mercury,Sable,1999,97,2018-05-26,15683,209577
34028,malesuada,INFINITI,Q50,2014,190,2010-01-03,15684,209578
34029,tellus,Jaguar,XJ,2005,27.99,2019-11-05,15685,209579
34030,ligula,Lincoln,Navigator,1998,63.99,2015-04-20,15686,209580
34031,non,Toyota,Previa,1994,151.99,2023-01-28,15687,209581
34032,a,Chevrolet,G-Series G30,1992,172.95,2014-10-15,15688,209582
34033,suscipit,Toyota,Highlander,2008,31.95,2017-07-11,15689,209583
34034,id,Honda,Accord,1994,23.99,2019-09-24,15690,209584
34035,fringilla,Hyundai,Elantra GT,2018,110.95,2019-07-15,15691,209585
34036,massa,Dodge,Caravan Passenger,2005,33,2018-12-25,15692,209586
34037,tincidunt,Ford,Explorer,2012,128.95,2014-01-30,15693,209587
34038,aliquam,Dodge,Ram 2500 Quad Cab,2006,115.99,2012-07-17,15694,209588
34039,consequat,Nissan,Pathfinder,2003,47.95,2016-01-05,15695,209589
34040,erat,Kia,Optima,2005,82.95,2022-04-19,15696,209590
34041,amet,Toyota,4Runner,2000,51.99,2021-12-01,15697,209591
34042,facilisis,GMC,Sierra 3500 Crew Cab,2004,72.95,2016-10-17,15698,209592
34043,Pellentesque,Ford,Edge,2015,76,2011-01-23,15699,209593
34044,at,Scion,iQ,2012,167.99,2022-09-11,15700,209594
34045,fringilla,BMW,1 Series,2011,47.95,2012-04-02,15701,209595
34046,pellentesque,BMW,5 Series,2008,16.99,2019-03-14,15702,209596
34047,in,Kia,Sportage,2009,128,2013-03-09,15703,209597
34048,amet,Audi,A3,2015,141.95,2010-07-05,15704,209598
34049,felis,Subaru,XV Crosstrek,2014,74.95,2017-12-20,15705,209599
34050,amet,Ford,F150 Super Cab,2014,33.95,2022-02-19,15706,209600
34051,enim,Dodge,Ram 3500 Regular Cab,2010,179,2023-04-28,15707,209601
34052,est,Ford,F250 Super Cab,1999,161.99,2020-03-02,15708,209602
34053,non,Ford,Mustang,2001,48.99,2014-04-21,15709,209603
34054,ultrices,Chevrolet,Tahoe,1999,162.99,2015-03-23,15710,209604
34055,faucibus,Honda,Element,2009,68.95,2017-07-20,15711,209605
34056,rhoncus,Nissan,Armada,2010,160.95,2023-02-26,15712,209606
34057,tempus,Chevrolet,Silverado 1500 Regular Cab,2010,100.99,2012-05-28,15713,209607
34058,gravida,Lotus,Exige,2010,168,2022-11-03,15714,209608
34059,interdum,Land Rover,Range Rover Sport,2008,63.95,2022-05-26,15715,209609
34060,erat,Chevrolet,Equinox,2020,76.99,2017-01-01,15716,209610
34061,Vivamus,Jaguar,S-Type,2004,157,2018-06-14,15717,209611
34062,id,GMC,Sierra 3500 HD Regular Cab,2016,50.95,2018-09-04,15718,209612
34063,vulputate,Mercedes-Benz,SLK-Class,2004,98.95,2019-03-12,15719,209613
34064,lorem,Dodge,Ram 1500 Quad Cab,1998,123,2014-06-18,15720,209614
34065,In,Chevrolet,Malibu,2012,35.95,2022-10-19,15721,209615
34066,elementum,Ford,Expedition EL,2015,23.95,2022-10-21,15722,209616
34067,mattis,INFINITI,Q70,2019,157.95,2021-01-24,15723,209617
34068,ac,Chevrolet,3500 Crew Cab,2000,184.95,2011-06-18,15724,209618
34069,metus,Lexus,IS,2007,179.95,2021-02-27,15725,209619
34070,mi,GMC,Savana 3500 Cargo,2002,74,2022-03-01,15726,209620
34071,Cras,Porsche,911,2009,168.99,2010-10-07,15727,209621
34072,consequat,Ford,Club Wagon,1996,13,2018-08-13,15728,209622
34073,in,Porsche,911,1993,142.99,2020-11-29,15729,209623
34074,semper,Dodge,Neon,1995,100.99,2014-06-18,15730,209624
34075,non,Cadillac,SRX,2011,43.99,2019-07-22,15731,209625
34076,felis,Chevrolet,3500 Crew Cab,1993,45,2020-03-29,15732,209626
34077,ullamcorper,BMW,M5,2016,157.99,2017-07-19,15733,209627
34078,efficitur,BMW,X3,2006,35.95,2017-05-18,15734,209628
34079,id,GMC,Savana 3500 Passenger,2003,156,2018-05-17,15735,209629
34080,magna,INFINITI,QX80,2015,132.95,2018-12-20,15736,209630
34081,vulputate,Scion,xD,2012,92.95,2022-01-07,15737,209631
34082,placerat,GMC,Sierra 2500 HD Extended Cab,2011,46.99,2019-02-06,15738,209632
34083,non,Chevrolet,Suburban 2500,2000,97.95,2017-04-28,15739,209633
34084,nulla,Toyota,MR2,2000,71,2017-06-16,15740,209634
34085,volutpat,Ford,Mustang,1995,88.99,2012-03-06,15741,209635
34086,erat,GMC,Sierra 3500 Regular Cab,2001,38,2022-11-15,15742,209636
34087,justo,Ford,F250 Super Cab,1994,119.95,2012-07-14,15743,209637
34088,Morbi,Oldsmobile,Alero,2003,151.99,2020-05-20,15744,209638
34089,lacus,Hyundai,Santa Fe Sport,2017,126.95,2014-12-14,15745,209639
34090,sapien,Land Rover,Range Rover,2002,192.95,2014-07-23,15746,209640
34091,sapien,INFINITI,J,1997,161,2014-04-12,15747,209641
34092,lorem,MAZDA,RX-7,1993,59,2014-12-24,15748,209642
34093,consequat,Kia,K900,2019,34.99,2014-04-24,15749,209643
34094,tellus,Toyota,Land Cruiser,2011,169.95,2019-05-15,15750,209644
34095,posuere,Oldsmobile,Achieva,1995,159.95,2018-06-16,15751,209645
34096,congue,Kia,Forte,2011,134,2012-12-29,15752,209646
34097,sit,Chevrolet,Colorado Regular Cab,2011,177.95,2014-04-19,15753,209647
34098,rhoncus,Chrysler,Town & Country,2006,170,2014-01-19,15754,209648
34099,feugiat,Ford,F150 Regular Cab,2008,126.95,2021-07-24,15755,209649
34100,sodales,Ford,F250 Regular Cab,1998,190,2016-11-12,15756,209650
34101,conubia,Saturn,Relay,2005,67.95,2011-01-11,15757,209651
34102,morbi,Volkswagen,Cabrio,2001,15.99,2018-11-18,15758,209652
34103,tempor,Chevrolet,Express 1500 Cargo,2009,100.95,2018-05-05,15759,209653
34104,commodo,GMC,Savana 2500 Cargo,2011,176.99,2017-09-02,15760,209654
34105,purus,Volvo,960,1995,48,2011-12-11,15761,209655
34106,ligula,GMC,Savana 1500 Cargo,2008,121,2022-01-29,15762,209656
34107,cubilia,Chrysler,Concorde,1999,32.95,2022-09-27,15763,209657
34108,Duis,Ford,F250 Super Duty Super Cab,2011,132.95,2020-07-09,15764,209658
34109,ex,Subaru,Baja,2006,65.95,2015-02-15,15765,209659
34110,libero,Nissan,Quest,1999,69.99,2014-08-26,15766,209660
34111,Aenean,Lotus,Evora,2010,190.99,2016-01-17,15767,209661
34112,vitae,Audi,A6,2006,28.99,2018-05-15,15768,209662
34113,sed,MAZDA,CX-5,2019,50.95,2011-05-19,15769,209663
34114,semper,Nissan,Rogue Sport,2017,111.95,2010-01-12,15770,209664
34115,Nulla,Cadillac,DeVille,1993,81,2020-04-10,15771,209665
34116,aliquet,Audi,A8,2006,188.95,2014-10-11,15772,209666
34117,leo,Hyundai,Sonata,2015,104,2014-08-30,15773,209667
34118,pulvinar,Scion,xD,2013,160,2018-04-06,15774,209668
34119,tincidunt,Dodge,Spirit,1994,89.99,2014-09-07,15775,209669
34120,risus,Hyundai,Santa Fe,2016,33,2022-06-28,15776,209670
34121,Ut,Rolls-Royce,Phantom,2008,164.95,2010-09-19,15777,209671
34122,dignissim,Nissan,Titan Crew Cab,2011,193.99,2012-04-01,15778,209672
34123,nec,Nissan,TITAN XD Crew Cab,2016,63,2016-12-31,15779,209673
34124,non,Saab,9000,1997,104,2015-03-11,15780,209674
34125,Donec,Mitsubishi,Lancer,2012,162.95,2018-02-27,15781,209675
34126,libero,Toyota,Tundra Access Cab,2001,65,2021-10-23,15782,209676
34127,non,Honda,Civic,1998,177.95,2023-03-19,15783,209677
34128,sit,Mercedes-Benz,Mercedes-AMG GLE,2019,106.99,2013-11-09,15784,209678
34129,ligula,GMC,Safari Cargo,1993,25.95,2010-05-02,15785,209679
34130,interdum,Chevrolet,Cruze,2019,194.99,2021-09-19,15786,209680
34131,aliquet,Mercedes-Benz,GL-Class,2010,128,2021-05-10,15787,209681
34132,eu,INFINITI,Q,1993,41.95,2018-11-07,15788,209682
34133,sit,Chevrolet,Trax,2015,14.99,2016-08-27,15789,209683
34134,eget,GMC,Acadia Limited,2017,172.99,2016-07-15,15790,209684
34135,malesuada,Toyota,RAV4,2019,134.95,2019-10-14,15791,209685
34136,et,Ford,E150 Super Duty Cargo,2007,103,2023-04-26,15792,209686
34137,dignissim,Toyota,Tacoma Access Cab,2011,190.95,2023-04-27,15793,209687
34138,dignissim,Chrysler,Voyager,2002,152,2014-08-23,15794,209688
34139,enim,Ford,Windstar Passenger,2000,161.95,2020-12-01,15795,209689
34140,elementum,Subaru,Legacy,2005,154.99,2021-07-06,15796,209690
34141,montes,Chevrolet,Impala,2017,156.95,2022-10-02,15797,209691
34142,velit,Acura,RLX,2019,75,2021-03-22,15798,209692
34143,laoreet,Toyota,Sequoia,2017,66.95,2012-06-24,15799,209693
34144,Aenean,GMC,Envoy,2009,74.95,2014-07-07,15800,209694
34145,purus,Jaguar,XF,2016,70,2020-06-08,15801,209695
34146,pretium,Honda,Ridgeline,2008,63.99,2018-10-31,15802,209696
34147,commodo,Chrysler,Voyager,2000,134.95,2016-09-09,15803,209697
34148,sapien,Chevrolet,Silverado 2500 HD Extended Cab,2001,56,2016-10-16,15804,209698
34149,finibus,Oldsmobile,Silhouette,1997,65.95,2023-06-12,15805,209699
34150,lacinia,BMW,2 Series,2019,24,2019-01-08,15806,209700
34151,est,Mercedes-Benz,SLR McLaren,2008,84,2012-10-24,15807,209701
34152,et,Audi,Q3,2015,128.95,2017-04-14,15808,209702
34153,suscipit,Aston Martin,Vantage,2009,167,2013-04-18,15809,209703
34154,erat,Mercury,Cougar,1995,185.99,2011-02-06,15810,209704
34155,ut,Hyundai,Veracruz,2011,18.99,2017-07-09,15811,209705
34156,luctus,Nissan,Maxima,2003,81.95,2019-02-18,15812,209706
34157,lectus,Audi,A3,2008,96,2011-08-14,15813,209707
34158,Suspendisse,Chevrolet,Express 1500 Passenger,2014,164.95,2013-07-03,15814,209708
34159,metus,Ford,F350 Super Duty Crew Cab,2011,12,2012-01-03,15815,209709
34160,nec,GMC,Savana 1500 Passenger,1998,96.95,2015-12-13,15816,209710
34161,elit,Suzuki,Sidekick,1995,167,2021-01-24,15817,209711
34162,justo,Chevrolet,Silverado (Classic) 2500 HD Extended Cab,2007,61.99,2012-05-03,15818,209712
34163,at,Audi,e-tron,2019,187.99,2011-05-03,15819,209713
34164,Nunc,Buick,Regal,2014,179,2021-02-06,15820,209714
34165,varius,Lotus,Evora,2011,70,2011-12-02,15821,209715
34166,arcu,Nissan,Kicks,2019,34,2022-09-01,15822,209716
34167,eros,Pontiac,Sunbird,1993,43,2020-07-02,15823,209717
34168,Etiam,Chevrolet,Express 3500 Passenger,1996,170.95,2021-11-06,15824,209718
34169,iaculis,Ram,1500 Quad Cab,2019,15.95,2017-06-30,15825,209719
34170,tempus,Freightliner,Sprinter 2500 Passenger,2018,113,2023-01-18,15826,209720
34171,ut,BMW,6 Series,2016,84.99,2023-02-12,15827,209721
34172,rutrum,Ford,Focus,2017,177.95,2023-04-17,15828,209722
34173,vestibulum,Nissan,Frontier King Cab,2001,170.95,2019-05-09,15829,209723
34174,id,Suzuki,X-90,1997,193.95,2019-07-08,15830,209724
34175,est,Dodge,Ram 1500 Regular Cab,1998,15.95,2011-04-05,15831,209725
34176,sit,Mitsubishi,Diamante,1993,150,2015-08-04,15832,209726
34177,euismod,Ford,E350 Super Duty Passenger,2003,179,2015-02-19,15833,209727
34178,ornare,Dodge,Ram Wagon 2500,1996,154.95,2019-01-26,15834,209728
34179,risus,Chevrolet,Corvette,2013,24.99,2011-12-05,15835,209729
34180,sed,Mercedes-Benz,A-Class,2019,141.99,2010-03-17,15836,209730
34181,lacus,Ford,Expedition,2005,31,2017-12-22,15837,209731
34182,ut,Dodge,Durango,2004,113.99,2014-12-17,15838,209732
34183,eget,INFINITI,G,2006,37.99,2021-05-07,15839,209733
34184,diam,BMW,6 Series,2009,70.95,2018-12-05,15840,209734
